OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Square_Miles,Total_Jobs__2015,Total_Jobs__2020,Total_Jobs__2030,Total_Jobs__2035,Total_Jobs__2040,Change_in_Jobs__2015_2040,GlobalID,Pop_Change_per_SqMi_2000_2010,Chng_in_jobs_per_SqMi_2015_2040
837,13089023208,232.08,ARC 10,2015-05-19T13:59:13.000Z,30.1,39960,1.8,435,407,470,493,515,144,{A318A239-F482-4AC1-8F30-7C77E7502686},-531.7,80
838,13089023310,233.10,ARC 10,2015-05-19T13:59:13.000Z,25,32487,3,1836,1634,2088,2367,2635,1234,{8E9DD31B-7499-4FEC-A822-1F9A26EBBEEB},663.7,411.3
839,13089020801,208.01,ARC 10,2015-05-19T13:59:13.000Z,52.4,70556,0.5,255,222,298,343,371,197,{257C9595-D969-445A-AFB2-54FCB1489D39},-532,394
840,13089021812,218.12,ARC 10,2015-05-19T13:59:13.000Z,41.4,63056,0.8,1056,909,1230,1434,1590,871,{E25FDC74-508F-454C-B8F9-962ACD9E5E55},187.5,1088.8
841,13089021214,212.14,ARC 10,2015-05-19T13:59:13.000Z,72.1,105161,2.2,2132,1963,2312,2528,2685,914,{863E18FF-1592-4401-962E-F8EFB0C408AC},112.7,415.5
842,13089021810,218.10,ARC 10,2015-05-19T13:59:13.000Z,60.7,78622,2.5,14033,13369,14755,15620,16207,3754,{19567D64-EB5D-4E45-BF09-8C418DCBFE6A},336,1501.6
843,13089021809,218.09,ARC 10,2015-05-19T13:59:13.000Z,62.9,91206,3.4,3772,3294,4336,4970,5477,2807,{8735E1F8-B506-4313-B249-18BFB98D20F4},65.3,825.6
844,13089021808,218.08,ARC 10,2015-05-19T13:59:13.000Z,51.5,72390,1.2,209,178,229,266,285,138,{8FE1B3E8-3438-4483-820E-999F02CE09F4},37.5,115
845,13089021806,218.06,ARC 10,2015-05-19T13:59:13.000Z,29.5,43456,4.3,11444,10721,12268,13184,13782,4249,{1C523CA4-B6C2-4B23-A97F-7886CA5177B5},116.3,988.1
846,13089021805,218.05,ARC 10,2015-05-19T13:59:13.000Z,36.3,50486,2.4,2254,2010,2551,2889,3170,1439,{6EE58C90-D8EB-4527-A46A-900EF69FD984},-146.3,599.6
847,13089021704,217.04,ARC 10,2015-05-19T13:59:13.000Z,59.1,79361,2.8,9523,8878,10274,11100,11693,3635,{29D500EB-1658-4200-B087-A0EBDF6BE8B8},108.6,1298.2
848,13089021703,217.03,ARC 10,2015-05-19T13:59:13.000Z,68.4,113409,2,1499,1394,1610,1739,1835,562,{7FEDDAAA-3E6B-46E4-B432-B0ED14305DA5},63.5,281
849,13089021705,217.05,ARC 10,2015-05-19T13:59:13.000Z,49.8,44645,2,7839,7613,8101,8412,8612,1287,{15634795-09BB-4196-ACD2-A2B1D145D7BE},26.5,643.5
850,13089021908,219.08,ARC 10,2015-05-19T13:59:13.000Z,27.9,34241,1.3,784,735,828,879,910,217,{924FDEC8-407C-4FFA-B551-387190730C43},259.2,166.9
851,13089023309,233.09,ARC 10,2015-05-19T13:59:13.000Z,22.7,43577,2,980,896,1095,1216,1312,542,{EC2B8E9E-A64C-4B95-A08B-2FE5C7186C4D},1040.5,271
852,13089023211,232.11,ARC 10,2015-05-19T13:59:13.000Z,29.5,59938,1,432,395,476,522,549,199,{131EF7F9-B1C2-4346-A6CD-891A6A888A1E},-811,199
853,13089023212,232.12,ARC 10,2015-05-19T13:59:13.000Z,28,57667,1.4,242,236,245,253,250,28,{FE535D8C-DF19-486E-A8F4-9204FD2034CA},-230,20
854,13089023306,233.06,ARC 10,2015-05-19T13:59:13.000Z,29.5,67881,4.8,1058,969,1173,1309,1396,574,{A8BD92F2-3B50-4505-B787-C74BC8A6EA9F},332.3,119.6
855,13089023303,233.03,ARC 10,2015-05-19T13:59:13.000Z,21.9,36324,7.6,4052,3607,4489,4950,5362,2373,{CA9885AC-C72F-469C-99EE-75D954922634},249.7,312.2
856,13089021706,217.06,ARC 10,2015-05-19T13:59:13.000Z,64.8,75592,2,1354,1175,1578,1810,1976,1068,{8E33396D-EE1A-44E6-B9B1-BF9A1A92D335},327,534
857,13089021211,212.11,ARC 10,2015-05-19T13:59:13.000Z,67.3,101226,1.9,185,168,190,210,210,64,{AC362530-F4CE-4E67-9748-6A04A984EB74},25.8,33.7
858,13089021210,212.10,ARC 10,2015-05-19T13:59:13.000Z,77.1,113493,2.5,2152,2017,2305,2470,2586,700,{4EB9131A-BA06-4B79-805D-7A8C21AC01D6},136,280
859,13089021213,212.13,ARC 10,2015-05-19T13:59:13.000Z,76,131324,1.2,703,683,720,740,748,87,{C647A54B-F339-460F-9F30-30FEAB03A31E},170,72.5
860,13089021303,213.03,ARC 10,2015-05-19T13:59:13.000Z,13.8,33318,1.7,5771,5474,6069,6396,6611,1640,{F0F573E7-5300-4AEE-8E56-C2B8021A464B},200,964.7
861,13089021301,213.01,ARC 10,2015-05-19T13:59:13.000Z,34.5,37292,1.4,4385,4136,4630,4854,5003,1263,{C9DF1F73-4474-4BA2-B6BC-3749039B9B04},191.4,902.1
862,13089021209,212.09,ARC 10,2015-05-19T13:59:13.000Z,57.7,64410,1.9,1611,1520,1714,1827,1890,492,{6415DDE4-E5D3-4024-B800-18CC56E11515},-9.5,258.9
863,13089021405,214.05,ARC 10,2015-05-19T13:59:13.000Z,76.6,103608,0.9,1218,1172,1277,1364,1409,270,{3B54B8B8-0172-4688-A75C-13DE561AAEFD},651.1,300
864,13089021208,212.08,ARC 10,2015-05-19T13:59:13.000Z,56.6,57964,1.4,4472,4278,4667,4881,4981,1012,{800078D6-98B4-446A-8D5F-00750E060397},616.4,722.9
865,13089021204,212.04,ARC 10,2015-05-19T13:59:13.000Z,1.3,31462,1.8,10999,11007,11140,11338,11507,557,{2C28EDD9-0C94-438A-A919-DDBFCAA1120D},-617.8,309.4
866,13089021202,212.02,ARC 10,2015-05-19T13:59:13.000Z,75.6,97583,2.8,9869,8962,12187,12804,13946,5875,{81AADFE6-6791-4476-83EF-EFE83CDACE80},459.6,2098.2
867,13089023210,232.10,ARC 10,2015-05-19T13:59:13.000Z,23.2,40298,1.6,345,310,385,441,465,203,{41A75C27-83D5-4B95-A289-D6BDD69295ED},-448.8,126.9
868,13089023209,232.09,ARC 10,2015-05-19T13:59:13.000Z,27.1,60625,1.8,60,45,72,86,95,65,{037685B1-5D21-4721-8AF2-9CC758EB0C1F},-452.8,36.1
869,13089023603,236.03,ARC 10,2015-05-19T13:59:13.000Z,11.2,32087,1.1,308,278,335,364,372,117,{5BEF7256-553E-41F3-8356-7F5F7EA3C275},-865.5,106.4
870,13089021603,216.03,ARC 10,2015-05-19T13:59:13.000Z,68,52438,1.5,5603,5407,5813,6039,6195,978,{E7B51BB7-6B17-4224-9CEF-1489B08113F7},-252,652
871,13057090905,909.05,ARC 10,2015-05-19T13:59:13.000Z,37.4,48494,1.6,408,377,440,472,492,159,{38ED5CDF-140B-44B3-8D87-0FFDAB9AC73B},674.4,99.4
872,13057090904,909.04,ARC 10,2015-05-19T13:59:13.000Z,28.7,58483,4.9,2832,2391,3334,3896,4362,2507,{FDD6A9A1-8CD3-475F-8F58-CA674A0672D8},443.1,511.6
873,13057091007,910.07,ARC 10,2015-05-19T13:59:13.000Z,56.8,94773,3.7,776,704,845,923,975,343,{CFC70323-2211-4A10-BADE-F9347EED5298},110.3,92.7
874,13057090803,908.03,ARC 10,2015-05-19T13:59:13.000Z,53.2,86046,9.4,1226,1053,1415,1638,1808,962,{CDCD26D4-1BD7-486E-93E5-CF57A0870037},509.5,102.3
875,13057090804,908.04,ARC 10,2015-05-19T13:59:13.000Z,39.2,93526,10.5,1300,1156,1455,1637,1780,796,{61CFA78B-4C2B-4A60-980E-90A45A9DB046},244,75.8
876,13057091008,910.08,ARC 10,2015-05-19T13:59:13.000Z,55.4,99054,3.8,1551,1435,1695,1860,1977,679,{00553D85-517A-4936-9AD8-FF9486B8AB20},600.8,178.7
877,13057090802,908.02,ARC 10,2015-05-19T13:59:13.000Z,42.6,97866,17.4,1997,1675,2374,2793,3100,1869,{DCDE37D8-296D-48BC-BBCD-B853220A5B75},74.4,107.4
878,13057090501,905.01,ARC 10,2015-05-19T13:59:13.000Z,28,66957,37.5,1219,1032,1399,1610,1768,984,{AD61B31C-CBE1-4BD5-94D0-917781745A5E},66.4,26.2
879,13057090902,909.02,ARC 10,2015-05-19T13:59:13.000Z,50.1,76104,7.3,5765,4901,6799,7838,8726,5077,{B2D9FB53-68C3-4AE8-9F8B-9A4F077F7E23},814.2,695.5
880,13057091001,910.01,ARC 10,2015-05-19T13:59:13.000Z,21.2,47471,3.5,6520,5881,7268,8063,8663,3631,{D51F2B28-B619-4B87-B8BD-B098CD97D889},394.9,1037.4
881,13057091003,910.03,ARC 10,2015-05-19T13:59:13.000Z,21.2,46634,3.9,6644,5776,7798,9110,10087,5630,{3719F750-3667-4923-92BC-8CFD3C75F778},321.8,1443.6
882,13057091102,911.02,ARC 10,2015-05-19T13:59:13.000Z,19.3,59813,4.3,1915,1552,2324,2780,3154,2086,{02DF00D4-F078-4C37-BDCC-27C3675CA0D3},303.5,485.1
883,13057091101,911.01,ARC 10,2015-05-19T13:59:13.000Z,31.9,63835,7.1,572,502,650,732,793,376,{36FF1A7E-F320-4649-BB6D-B5B4C28EBA2C},16.3,53
884,13057091103,911.03,ARC 10,2015-05-19T13:59:13.000Z,28.1,71285,10.8,4142,3299,5138,6210,7157,5075,{42D6D308-0E4B-4E93-9908-746F9DF8D044},81.9,469.9
885,13057090701,907.01,ARC 10,2015-05-19T13:59:13.000Z,38.7,73542,15.6,4017,3507,4620,5278,5782,2963,{14ED3E84-A1B5-4012-B02A-AC136A78288C},798.2,189.9
886,13297110601,1106.01,ARC 20,2015-05-19T13:59:13.000Z,19.9,61140,14.2,969,809,1145,1349,1521,925,{1378F236-F974-481D-8D20-F17AAC53DA9B},100.1,65.1
887,13297110507,1105.07,ARC 20,2015-05-19T13:59:13.000Z,18.9,65167,11.3,2362,2110,2669,3015,3292,1504,{85DB1275-111E-4EB0-9028-66F5DE4B3883},271.5,133.1
888,13297110506,1105.06,ARC 20,2015-05-19T13:59:13.000Z,22.8,67774,13.3,1379,1180,1599,1840,2037,1139,{270ABA37-86D3-49AF-9CB4-839FEDF0B3F5},134.1,85.6
889,13297110603,1106.03,ARC 20,2015-05-19T13:59:13.000Z,15.8,46807,11.7,621,546,703,800,872,413,{522DF8AE-EE38-4F77-822B-39975D0C084D},80.3,35.3
890,13297110602,1106.02,ARC 20,2015-05-19T13:59:13.000Z,23.4,68090,35,956,856,1053,1174,1244,516,{98B41D04-E0DA-468A-AD1D-270543551ADD},42.8,14.7
891,13297110504,1105.04,ARC 20,2015-05-19T13:59:13.000Z,28.6,57105,5.3,1852,1686,2042,2256,2424,958,{F46B7ED2-9AAA-4944-8B8B-DEEC05809E27},79.2,180.8
892,13297110508,1105.08,ARC 20,2015-05-19T13:59:13.000Z,16.4,61706,8.6,1275,1114,1454,1652,1817,919,{875013FC-EF24-40D2-855A-EAD6AC4C053E},166.6,106.9
893,13297110503,1105.03,ARC 20,2015-05-19T13:59:13.000Z,27.6,45170,7.6,493,462,522,555,579,157,{3C4557AF-F394-4AFD-8DAA-368098CEA215},177.9,20.7
894,13297110505,1105.05,ARC 20,2015-05-19T13:59:13.000Z,19,68636,9,110,97,126,135,148,62,{C36D9051-15FA-4EEC-B4E0-278303065773},183.2,6.9
895,13297110800,1108,ARC 20,2015-05-19T13:59:13.000Z,14.6,46547,50,3557,3223,3935,4380,4762,1968,{FE49AA43-7623-4EA2-B199-D960BC0A0F8A},21.8,39.4
896,13297110700,1107,ARC 20,2015-05-19T13:59:13.000Z,17.1,46613,25.2,4791,4210,5603,6225,6776,3126,{E822CE5A-1B95-4163-BC61-903083736F12},83.1,124
897,13297110400,1104,ARC 20,2015-05-19T13:59:13.000Z,6.9,30609,13.4,3266,3064,3493,3739,3901,1124,{D1D06F25-A9A0-4C89-9EE2-36BFB7190218},25.7,83.9
898,13297110300,1103,ARC 20,2015-05-19T13:59:13.000Z,14.3,30527,13.6,3758,3619,3909,4064,4155,750,{29EAE621-8E7C-44CD-9DF8-59FDCC6B2EA5},99.8,55.1
899,13297110200,1102,ARC 20,2015-05-19T13:59:13.000Z,21.9,60000,63.6,881,702,1076,1288,1471,1006,{D88683A5-3473-49DC-83CF-EF0F53AA21A3},20.1,15.8
900,13297110100,1101,ARC 20,2015-05-19T13:59:13.000Z,18.4,58635,48.3,1868,1706,2012,2172,2308,808,{7799D1CC-3EEF-44E3-9C79-68283A110292},69.4,16.7
901,13057091005,910.05,ARC 10,2015-05-19T13:59:13.000Z,30.4,55288,2.9,1993,1839,2165,2352,2484,854,{410B5A98-0E16-42E6-B7FC-946D36B21159},127.9,294.5
902,13057091006,910.06,ARC 10,2015-05-19T13:59:13.000Z,47.1,87841,1.9,2054,1923,2200,2369,2482,728,{6F92C4D2-95FB-4C0E-A930-97A922A5BDB2},72.1,383.2
903,13057090400,904,ARC 10,2015-05-19T13:59:13.000Z,14.4,35094,17.9,8051,7321,9037,10222,11231,4911,{9A1DC8DC-DC97-4DB2-BD37-0BC34D06BC75},238.8,274.4
904,13057090601,906.01,ARC 10,2015-05-19T13:59:13.000Z,19.3,47206,8.5,5736,5006,6658,7722,8566,4570,{911C8C3E-01F9-43B7-9ECD-E6023FC3CEDC},249.9,537.6
905,13057090901,909.01,ARC 10,2015-05-19T13:59:13.000Z,39,85349,8.7,2159,1745,2628,3145,3619,2435,{43BE7BE2-1574-4823-85D5-B8435A497EA9},126.4,279.9
906,13057090602,906.02,ARC 10,2015-05-19T13:59:13.000Z,23.8,54445,14.1,9966,8795,11203,12468,13540,6215,{B455F17C-01C7-4AB5-BC23-B4BB7511C28B},202.6,440.8
907,13057090200,902,ARC 10,2015-05-19T13:59:13.000Z,20.7,59965,85.8,1130,1002,1249,1378,1484,619,{25D41924-3CD8-4542-9A61-8D37FB663565},24.5,7.2
908,13057090702,907.02,ARC 10,2015-05-19T13:59:13.000Z,18.7,52406,6.2,3524,3245,3812,4132,4371,1504,{321DC7CE-EB75-4A5E-A3E3-4590C2A95FC6},217.3,242.6
909,13057090502,905.02,ARC 10,2015-05-19T13:59:13.000Z,39,85783,31.4,3176,2759,3608,4099,4464,2281,{CEAF9E62-B857-4C64-8E05-6DE6DE0AFA46},196.7,72.6
910,13057090100,901,ARC 10,2015-05-19T13:59:13.000Z,17.6,60407,69.4,1817,1593,2023,2237,2399,1101,{D3EA7570-A638-4155-9BE3-4162C5C6B1CF},44.5,15.9
911,13057090300,903,ARC 10,2015-05-19T13:59:13.000Z,42.4,78697,46.4,937,819,1079,1238,1367,723,{0B7F8470-C91C-42D7-B1AB-FE5EFD049DB2},181.7,15.6
912,13013180206,1802.06,ARC 20,2015-05-19T13:59:13.000Z,16.7,57679,2.7,502,451,562,631,695,301,{EDAD6FBE-3BDB-46A9-B347-53372192D94F},158.5,111.5
913,13013180205,1802.05,ARC 20,2015-05-19T13:59:13.000Z,14.9,40347,4.3,2805,2684,2942,3079,3159,606,{B5B94314-65F2-4DE2-BB90-9AA381CCE44A},93.7,140.9
914,13013180402,1804.02,ARC 20,2015-05-19T13:59:13.000Z,13.9,48951,16,1835,1561,2137,2496,2806,1601,{ECEF2BBF-7943-4AF7-BDAD-1F00E9EE7E4F},139.2,100.1
915,13013180303,1803.03,ARC 20,2015-05-19T13:59:13.000Z,23.5,58654,11.1,305,300,308,311,312,19,{BFAA018A-FE9D-4D47-A5B6-DCA548187F13},124.6,1.7
916,13013180106,1801.06,ARC 20,2015-05-19T13:59:13.000Z,12.8,50238,4.8,742,676,808,877,915,321,{04AEC39F-870B-4A19-AF2B-3048136DDFA1},-40.4,66.9
917,13013180103,1801.03,ARC 20,2015-05-19T13:59:13.000Z,28.3,67146,11.9,1713,1491,2001,2320,2585,1448,{D4F8E139-B652-43BB-BC99-40C69EBCB5C1},256.1,121.7
918,13013180401,1804.01,ARC 20,2015-05-19T13:59:13.000Z,19.4,63633,21.8,506,427,588,678,736,414,{EAFEAE11-98C4-4AEA-A526-2256EFCF1BE5},152.5,19
919,13013180203,1802.03,ARC 20,2015-05-19T13:59:13.000Z,5.3,35972,2.2,1935,1714,2188,2446,2669,1232,{FF8FAB48-3FB1-4465-8F5E-43AB0018ECEE},188.2,560
920,13013180503,1805.03,ARC 20,2015-05-19T13:59:13.000Z,23.7,60297,9,902,851,958,1021,1067,294,{1B4C8BE8-25DD-40E2-9D7B-97427CCC5FA5},335.8,32.7
921,13013180502,1805.02,ARC 20,2015-05-19T13:59:13.000Z,14.6,46821,17.7,1815,1658,1978,2154,2297,836,{AE339AE3-9E0A-4FB1-9A35-3DBA13C15D69},100.7,47.2
922,13013180204,1802.04,ARC 20,2015-05-19T13:59:13.000Z,18.9,44200,6.2,4006,3574,4539,5132,5635,2617,{877AEC63-E277-40B9-B791-FDD29C795A4A},88.4,422.1
923,13013180501,1805.01,ARC 20,2015-05-19T13:59:13.000Z,17.4,54402,10.4,1170,1014,1349,1536,1698,861,{5916518F-2C43-43F3-ACD7-3981CEFF0436},251,82.8
924,13013180301,1803.01,ARC 20,2015-05-19T13:59:13.000Z,28,60625,8.4,717,636,814,918,986,466,{024725C8-3FCE-49B3-9D67-4E26363582D1},86.1,55.5
925,13013180302,1803.02,ARC 20,2015-05-19T13:59:13.000Z,19.1,60041,11.7,1636,1313,2040,2501,2911,1956,{D033024E-7991-406E-91DB-772AF3B09CE9},244.7,167.2
926,13013180105,1801.05,ARC 20,2015-05-19T13:59:13.000Z,10.7,49327,6.3,376,319,430,484,538,299,{35F5B9C5-F969-4A9B-B703-01F50CB9B091},75.9,47.5
927,13013180104,1801.04,ARC 20,2015-05-19T13:59:13.000Z,9.8,53125,3.2,1156,966,1385,1630,1832,1139,{D53D62A4-8B09-4D66-B8E8-FA736E987F5E},3.8,355.9
928,13013180107,1801.07,ARC 20,2015-05-19T13:59:13.000Z,10.2,40665,7.5,1514,1419,1647,1773,1873,600,{6D5481B8-55BF-42C1-9631-A97AAC80E2E7},24.7,80
929,13013180108,1801.08,ARC 20,2015-05-19T13:59:13.000Z,13.5,56354,8,1542,1451,1636,1737,1829,495,{B9148EEC-04A6-4240-8C4C-D5BBE29C40C3},-4.4,61.9
930,13223120104,1201.04,ARC 20,2015-05-19T13:59:13.000Z,11.6,65886,45.5,694,605,779,872,945,448,{E11E555B-78F7-49A8-B9F4-5D3E7DB7A40B},30.1,9.8
931,13223120604,1206.04,ARC 20,2015-05-19T13:59:13.000Z,15.6,62938,6.7,568,468,684,812,937,615,{B471166B-810B-4126-858A-FB0F0B53E912},226.3,91.8
932,13223120601,1206.01,ARC 20,2015-05-19T13:59:13.000Z,31,60475,4.8,322,302,361,399,419,163,{F7C2EDE3-8484-4F76-94F4-53C4A09746AD},366.3,34
933,13223120603,1206.03,ARC 20,2015-05-19T13:59:13.000Z,22.9,58711,6.1,1086,971,1219,1369,1464,657,{2848080C-0B97-4113-8925-6AD91B2103CB},287.5,107.7
934,13223120501,1205.01,ARC 20,2015-05-19T13:59:13.000Z,20.9,52301,8.8,4618,4235,5054,5546,5936,2199,{74628967-0D50-4FBE-8B1B-DDA5AACF181C},307.5,249.9
935,13223120203,1202.03,ARC 20,2015-05-19T13:59:13.000Z,14.6,65034,4.5,609,568,644,696,731,210,{644DF298-831D-4600-BCDD-3B3496EA49CE},203.8,46.7
936,13223120101,1201.01,ARC 20,2015-05-19T13:59:13.000Z,44.3,87562,16.1,1878,1618,2206,2569,2874,1612,{996877AF-4035-4E92-BC0E-A3127E3E2900},496.5,100.1
937,13223120502,1205.02,ARC 20,2015-05-19T13:59:13.000Z,22.6,61014,9.8,592,542,644,702,739,268,{F7D181E0-C86A-42E7-8B12-1894B521199B},174.7,27.3
938,13223120503,1205.03,ARC 20,2015-05-19T13:59:13.000Z,21.3,61397,8,946,838,1067,1204,1312,623,{71E51A7F-427D-4E7E-873B-6BEE232A882D},231.1,77.9
939,13223120605,1206.05,ARC 20,2015-05-19T13:59:13.000Z,17.6,61912,11.6,1443,1272,1657,1897,2097,1051,{2725FA21-6F76-43B7-903B-FE5FF68D5A72},164.4,90.6
940,13223120602,1206.02,ARC 20,2015-05-19T13:59:13.000Z,21,57821,9,1436,1189,1718,2029,2298,1424,{AA009BBD-9B7D-47D5-8709-438C882D6C0A},310.7,158.2
941,13223120204,1202.04,ARC 20,2015-05-19T13:59:13.000Z,22.9,53934,5.9,1966,1882,2063,2174,2238,459,{73AE0420-6450-476D-85AD-520339E62318},409.7,77.8
942,13223120301,1203.01,ARC 20,2015-05-19T13:59:13.000Z,24.1,56370,8,2676,2261,3181,3726,4237,2435,{45779E15-FDEC-491B-AFDF-3754DB980D7E},240.3,304.4
943,13223120303,1203.03,ARC 20,2015-05-19T13:59:13.000Z,15.8,60600,5.8,1199,968,1480,1784,2083,1459,{6B26DA0D-DDAE-4645-A1A6-133DF8A994A2},32.9,251.6
944,13223120102,1201.02,ARC 20,2015-05-19T13:59:13.000Z,32.3,76794,13.1,1665,1530,1822,2007,2158,827,{533F361B-56EB-40CD-B1A2-5BF97E6A657D},490.2,63.1
945,13223120103,1201.03,ARC 20,2015-05-19T13:59:13.000Z,27,77835,25.9,2152,2033,2265,2410,2524,627,{486BE7F3-BD8C-4343-8409-F835C3EA10F2},189,24.2
946,13223120302,1203.02,ARC 20,2015-05-19T13:59:13.000Z,17.6,45634,21.8,7490,6723,8487,10130,11501,5885,{6994C928-E2A4-4FE5-AF86-C689092A239C},243.1,270
947,13223120202,1202.02,ARC 20,2015-05-19T13:59:13.000Z,27.6,62659,7,2649,2405,2920,3247,3473,1337,{D3854150-A5F9-4B53-9702-67733F6F494E},463.1,191
948,13223120400,1204,ARC 20,2015-05-19T13:59:13.000Z,15.3,54245,95.9,1993,1676,2376,2806,3186,1990,{C8293034-4EAE-408D-8984-ED10717B7494},105.9,20.8
