OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOTAL_JOBS_2014,JOBS_PER_SQ_MILE_2014,JOB_TO_WORKER_RATIO_2014,JOBS_AGE_29_YNGR_2014,JOBS_AGE_30_54_2014,JOBS_AGE_55_OLDR_2014,PCT_JOBS_AGE_29_YNGR_2014,PCT_JOBS_AGE_30_54_2014,PCT_JOBS_AGE_55_OLDR_2014,JOBS_EARN_1250_MO_LESS_2014,JOBS_EARN_1251_3333_MO_2014,JOBS_EARN_MORE_3333_MO_2014,PCT_JOBS_EARN_1250_MO_LESS_2014,PCT_JOBS_EARN_1251_3333_MO_2014,PCT_JOBS_EARN_MORE_3333_MO_2014,JOBS_NAICS_11_AG_FOR_FISH_2014,JOBS_NAICS_21_MINE_OIL_GAS_2014,JOBS_NAICS_22_UTILITIES_2014,JOBS_NAICS_23_CONSTRUCTION_2014,JOBS_NAICS_31_33_MANUFACT_2014,JOBS_NAICS_42_WHOLESALE_2014,JOBS_NAICS_44_45_RETAIL_2014,JOBS_NAICS_48_49_TRANS_WHS_2014,JOBS_NAICS_51_INFORMATION_2014,JOBS_NAICS_52_FINANCE_INS_2014,JOBS_NAICS_53_REAL_ESTATE_2014,JOBS_NAICS_54_PRO_SCI_TECH_2014,JOBS_NAICS_55_MANAGEMENT_2014,JOBS_NAICS_56_ADMIN_WASTE_2014,JOBS_NAICS_61_EDUCATION_2014,JOBS_NAICS_62_HEALTH_SOC_2014,JOBS_NAICS_71_ARTS_ENT_REC_2014,JOBS_NAICS_72_ACCOMM_FOOD_2014,JOBS_NAICS_81_OTHER_SERV_2014,JOBS_NAICS_92_PUBLIC_ADMIN_2014,TOTAL_JOBS_2015,JOBS_PER_SQ_MILE_2015,JOB_TO_WORKER_RATIO_2015,JOBS_AGE_29_YNGR_2015,JOBS_AGE_30_54_2015,JOBS_AGE_55_OLDR_2015,JOBS_EARN_1250_MO_LESS_2015,JOBS_EARN_1251_3333_MO_2015,JOBS_EARN_MORE_3333_MO_2015,PCT_JOBS_AGE_29_YNGR_2015,PCT_JOBS_AGE_30_54_2015,PCT_JOBS_AGE_55_OLDR_2015,PCT_JOBS_EARN_1250_MO_LESS_2015,PCT_JOBS_EARN_1251_3333_MO_2015,PCT_JOBS_EARN_MORE_3333_MO_2015,JOBS_NAICS_11_AG_FOR_FISH_2015,JOBS_NAICS_21_MINE_OIL_GAS_2015,JOBS_NAICS_22_UTILITIES_2015,JOBS_NAICS_23_CONSTRUCTION_2015,JOBS_NAICS_31_33_MANUFACT_2015,JOBS_NAICS_42_WHOLESALE_2015,JOBS_NAICS_44_45_RETAIL_2015,JOBS_NAICS_48_49_TRANS_WHS_2015,JOBS_NAICS_51_INFORMATION_2015,JOBS_NAICS_52_FINANCE_INS_2015,JOBS_NAICS_53_REAL_ESTATE_2015,JOBS_NAICS_54_PRO_SCI_TECH_2015,JOBS_NAICS_55_MANAGEMENT_2015,JOBS_NAICS_56_ADMIN_WASTE_2015,JOBS_NAICS_61_EDUCATION_2015,JOBS_NAICS_62_HEALTH_SOC_2015,JOBS_NAICS_71_ARTS_ENT_REC_2015,JOBS_NAICS_72_ACCOMM_FOOD_2015,JOBS_NAICS_81_OTHER_SERV_2015,JOBS_NAICS_92_PUBLIC_ADMIN_2015,GlobalID,last_edited_date
492,13121010209,13121,"Census Tract 102.09, Fulton County",5748,675,ARC 10,888.27502441,76.29380035,964.56799316,1.38793004,0.119209,1.50714004,010209,Fulton,2568,1712,0.9,414,1815,339,16.1,70.7,13.2,263,642,1663,10.2,25,64.8,0,0,0,23,3,40,400,32,33,818,85,239,2,351,40,21,0,47,51,383,2879,1919.3,1.3,500,1968,411,280,675,1924,17.4,68.4,14.3,9.7,23.4,66.8,0,0,0,43,0,44,432,49,18,932,66,261,0,411,44,37,0,51,56,435,{732C2A80-E87F-4E69-9EF9-EDD0A2A457D3},
493,13121008902,13121,"Census Tract 89.02, Fulton County",6839,552,ARC 10,1710.54003906,51.37789917,1761.92004395,2.67271996,0.080278,2.75300002,008902,Fulton,14996,5355.7,4.5,3061,9029,2906,20.4,60.2,19.4,2767,5501,6728,18.5,36.7,44.9,3,0,0,1174,1710,2382,1690,280,613,496,502,742,15,2090,148,601,210,1776,268,296,14275,5098.2,6.45,2979,8530,2766,2682,5465,6128,20.9,59.8,19.4,18.8,38.3,42.9,0,0,0,1111,1722,2124,1728,378,606,193,752,722,258,1723,155,690,245,1251,319,298,{2C15B60E-CFB5-4AB2-9FC5-0D53FEFCB5FE},
494,13121008500,13121,"Census Tract 85, Fulton County",2322,414,ARC 10,937.35302734,0,937.35302734,1.46460998,0,1.46460998,008500,Fulton,2107,1404.7,2.3,271,1447,389,12.9,68.7,18.5,166,1528,413,7.9,72.5,19.6,0,0,0,0,0,0,65,0,8,5,20,16,2,20,141,1783,0,14,24,9,2391,1594,1.08,432,1565,394,183,1842,366,18.1,65.5,16.5,7.7,77,15.3,0,0,0,0,0,0,68,0,0,0,18,0,0,4,116,2148,0,13,24,0,{35E89CEC-50B6-4399-AA42-C2E43F3E85E4},
495,13121008601,13121,"Census Tract 86.01, Fulton County",4095,540,ARC 10,1114.4699707,0,1114.4699707,1.74135995,0,1.74135995,008601,Fulton,537,315.9,0.4,130,280,127,24.2,52.1,23.6,237,216,84,44.1,40.2,15.6,0,0,0,17,2,48,115,1,2,9,19,1,0,13,24,241,0,22,22,1,482,283.5,0.22,108,253,121,210,170,102,22.4,52.5,25.1,43.6,35.3,21.2,0,0,0,0,1,39,144,0,0,5,25,1,0,0,9,210,0,14,34,0,{8CF0409F-A0F8-4B7C-8B1E-F94E0ADBE4AB},
496,13121005800,13121,"Census Tract 58, Fulton County",2048,322,ARC 10,310.47299194,0,310.47299194,0.48511401,0,0.48511401,005800,Fulton,244,488,0.4,88,123,33,36.1,50.4,13.5,67,128,49,27.5,52.5,20.1,0,0,0,4,115,53,21,7,0,0,12,4,0,0,0,5,10,4,9,0,406,812,0.18,90,262,54,81,181,144,22.2,64.5,13.3,20,44.6,35.5,0,0,0,7,66,64,20,7,0,184,8,8,0,0,0,9,10,4,19,0,{6B170A40-07D1-4F62-9107-7B89A2E72C46},
497,13121007900,13121,"Census Tract 79, Fulton County",5552,676,ARC 10,2087.73999023,0.73167902,2088.4699707,3.26208997,0.00114325,3.26323009,007900,Fulton,1088,329.7,0.6,219,649,220,20.1,59.7,20.2,261,293,534,24,26.9,49.1,0,0,0,0,0,7,205,7,21,149,8,42,0,14,354,153,6,74,45,3,1132,343,0.51,224,711,197,244,297,591,19.8,62.8,17.4,21.6,26.2,52.2,0,0,0,2,0,1,200,9,0,216,1,40,0,6,383,159,3,70,42,0,{49CC9BDB-97EA-49D0-AA98-994FC9278B9E},
498,13121010601,13121,"Census Tract 106.01, Fulton County",3516,527,ARC 10,724.09802246,0,724.09802246,1.13139999,0,1.13139999,010601,Fulton,747,679.1,0.6,142,449,156,19,60.1,20.9,152,252,343,20.3,33.7,45.9,0,0,0,0,0,10,74,1,2,6,1,49,3,5,54,27,0,102,9,404,855,777.3,0.39,158,520,177,160,305,390,18.5,60.8,20.7,18.7,35.7,45.6,0,0,0,0,0,10,75,0,1,0,12,77,0,0,63,29,1,132,5,450,{5EDBEE85-8353-4E7F-9695-60525FB22B13},
499,13121008700,13121,"Census Tract 87, Fulton County",4235,535,ARC 10,1905.59997559,12.42570019,1918.0300293,2.97749996,0.0194152,2.99692011,008700,Fulton,964,321.3,0.6,164,645,155,17,66.9,16.1,130,418,416,13.5,43.4,43.2,1,0,1,591,20,13,31,26,4,15,14,9,0,1,170,26,3,36,0,3,1120,373.3,0.51,227,720,173,203,488,429,20.3,64.3,15.4,18.1,43.6,38.3,0,0,0,642,38,12,118,22,1,10,19,4,0,3,182,36,0,29,4,0,{67C9A70F-C4F8-48EC-84FF-9CBCFB114CC2},
500,13121012300,13121,"Census Tract 123, Fulton County",2616,411,ARC 10,888.02099609,0,888.02099609,1.38752997,0,1.38752997,012300,Fulton,4019,2870.7,3.5,701,2385,933,17.4,59.3,23.2,980,1719,1320,24.4,42.8,32.8,0,0,0,148,128,8,83,191,96,28,304,194,18,627,747,146,3,839,445,14,3378,2412.9,1.53,634,1952,792,940,1396,1042,18.8,57.8,23.4,27.8,41.3,30.8,0,0,0,154,159,5,75,267,83,18,303,152,2,144,657,114,1,926,318,0,{5965AC62-2C14-420D-A3FC-D6ABD2C49187},
501,13121012000,13121,"Census Tract 120, Fulton County",2882,469,ARC 10,568.88500977,0,568.88500977,0.88888299,0,0.88888299,012000,Fulton,1271,1412.2,1.4,316,703,252,24.9,55.3,19.8,505,453,313,39.7,35.6,24.6,0,0,0,2,13,42,9,3,24,15,20,24,27,10,126,216,3,482,204,51,1353,1503.3,0.61,333,717,303,550,488,315,24.6,53,22.4,40.7,36.1,23.3,0,0,0,2,13,50,3,0,9,13,14,17,29,1,115,220,0,642,176,49,{B2FA5508-5D99-4A66-8A79-AA1D47669FCD},
502,13121011900,13121,"Census Tract 119, Fulton County",3245,341,ARC 10,378.28100586,0,378.28100586,0.59106398,0,0.59106398,011900,Fulton,38854,64756.7,31,6542,24687,7625,16.8,63.5,19.6,6751,12503,19600,17.4,32.2,50.4,0,0,4,31,20,158,334,61,5808,478,501,2910,959,1532,5715,7470,1964,3696,2006,5207,38948,64913.3,17.61,6635,24394,7919,6626,11947,20375,17,62.6,20.3,17,30.7,52.3,0,0,0,37,61,157,458,106,6049,446,488,2660,1011,758,5661,7812,1911,3787,1942,5604,{139F0572-093D-40EA-86B2-FDB8357D1F91},
503,13121011800,13121,"Census Tract 118, Fulton County",2521,303,ARC 10,462.10598755,0,462.10598755,0.72204101,0,0.72204101,011800,Fulton,1840,2628.6,2.2,232,1225,383,12.6,66.6,20.8,391,441,1008,21.3,24,54.8,0,0,260,110,65,105,26,0,33,1,19,264,1,705,161,40,3,25,15,7,1889,2698.6,0.85,271,1196,422,423,462,1004,14.3,63.3,22.3,22.4,24.5,53.1,0,0,266,119,44,115,29,0,28,0,16,327,0,806,61,33,0,29,16,0,{F15FDE10-D8AE-410D-88A7-B0783236338D},
504,13121011624,13121,"Census Tract 116.24, Fulton County",4270,265,ARC 10,658.91601563,8.29804993,667.21398926,1.02955997,0.0129657,1.04252005,011624,Fulton,149,149,0.1,21,99,29,14.1,66.4,19.5,36,41,72,24.2,27.5,48.3,0,0,0,5,2,31,7,9,3,9,7,45,0,3,11,0,0,16,1,0,217,217,0.1,42,126,49,57,77,83,19.4,58.1,22.6,26.3,35.5,38.2,0,0,0,4,4,35,18,6,4,12,10,44,0,3,37,7,0,23,10,0,{E9C57DE4-AC51-4C08-A1A0-794A6B591510},
505,13121003600,13121,"Census Tract 36, Fulton County",1281,214,ARC 10,97.43039703,0,97.43039703,0.152235,0,0.152235,003600,Fulton,446,2230,0.8,94,275,77,21.1,61.7,17.3,109,164,173,24.4,36.8,38.8,0,0,0,47,128,0,8,9,5,0,4,6,0,87,0,47,0,103,0,2,419,2095,0.19,92,248,79,83,147,189,22,59.2,18.9,19.8,35.1,45.1,0,0,0,28,128,0,2,26,1,0,5,7,0,77,0,67,0,78,0,0,{2551C3A5-3BD5-4232-9923-90D3582FF96E},
506,13121003500,13121,"Census Tract 35, Fulton County",2212,327,ARC 10,341.11499023,0,341.11499023,0.53299201,0,0.53299201,003500,Fulton,29214,58428,40,3701,18764,6749,12.7,64.2,23.1,3577,8937,16700,12.2,30.6,57.2,0,0,4,38,15,107,517,150,192,215,75,575,44,1709,2595,969,59,1196,134,20620,30568,61136,13.82,3560,19584,7424,3432,8726,18410,11.6,64.1,24.3,11.2,28.5,60.2,0,0,4,33,14,432,140,144,67,88,36,201,4,1539,3067,985,47,938,87,22742,{4E1C2BE1-5492-42F9-A686-796C2451B2F9},
507,13121010208,13121,"Census Tract 102.08, Fulton County",4486,606,ARC 10,1330.82995605,226.34899902,1557.17004395,2.07942009,0.35367,2.43307996,010208,Fulton,2265,943.8,1.5,332,1439,494,14.7,63.5,21.8,354,750,1161,15.6,33.1,51.3,0,0,0,109,2,18,48,0,10,135,480,564,1,169,93,283,142,128,78,5,2088,870,0.94,302,1320,466,311,627,1150,14.5,63.2,22.3,14.9,30,55.1,0,0,0,117,0,10,58,1,19,170,502,389,0,95,84,261,138,159,85,0,{4EC64BE1-49D2-4D97-BED0-FD4D148F3949},
508,13121011411,13121,"Census Tract 114.11, Fulton County",8626,593,ARC 10,1780.05004883,121.4489975,1901.5,2.78133011,0.18976399,2.97109008,011411,Fulton,1264,421.3,0.4,322,715,227,25.5,56.6,18,479,365,420,37.9,28.9,33.2,0,0,0,93,6,26,111,11,7,20,40,102,0,244,239,72,48,226,18,1,1275,425,0.58,440,600,235,542,321,412,34.5,47.1,18.4,42.5,25.2,32.3,0,0,0,107,3,28,127,14,11,32,31,100,13,42,226,61,181,277,22,0,{113F2624-357B-42C8-A493-294F1D05FA88},
509,13121011412,13121,"Census Tract 114.12, Fulton County",9173,630,ARC 10,2199.68994141,22.83869934,2222.5300293,3.43702006,0.0356855,3.47270012,011412,Fulton,7855,2244.3,1.9,1503,4841,1511,19.1,61.6,19.2,1606,2068,4181,20.4,26.3,53.2,0,1,0,184,149,1754,1116,69,430,246,41,868,30,1213,535,411,15,680,101,12,7519,2148.3,3.4,1569,4460,1490,1592,2242,3685,20.9,59.3,19.8,21.2,29.8,49,0,2,0,173,113,1329,1050,84,335,226,30,687,12,1687,527,489,20,646,109,0,{41C68C32-CAE8-444D-80C0-E00C5EB3B3D9},
510,13121011414,13121,"Census Tract 114.14, Fulton County",7512,589,ARC 10,1154.17004395,5.82328987,1159.98999023,1.80339003,0.00909889,1.81247997,011414,Fulton,1620,900,0.5,607,784,229,37.5,48.4,14.1,675,586,359,41.7,36.2,22.2,2,0,0,71,4,72,288,5,11,49,79,179,0,89,35,232,39,398,64,3,1695,941.7,0.77,561,833,301,670,662,363,33.1,49.1,17.8,39.5,39.1,21.4,0,0,0,49,3,73,322,5,24,40,78,131,0,113,44,283,31,436,63,0,{8CC1AB04-6910-414B-9B7B-B972F80FC7A2},
511,13121010603,13121,"Census Tract 106.03, Fulton County",4079,546,ARC 10,1519.11999512,7.07684994,1526.18994141,2.37363005,0.0110576,2.38467002,010603,Fulton,1538,640.8,1.3,281,914,343,18.3,59.4,22.3,425,688,425,27.6,44.7,27.6,0,0,0,2,28,166,34,37,2,14,611,11,1,208,106,60,6,114,132,6,1606,669.2,0.73,338,906,362,456,698,452,21,56.4,22.5,28.4,43.5,28.1,0,0,0,2,30,160,33,100,0,8,710,13,0,204,42,54,10,120,120,0,{F46FCEF9-91B8-4E03-9A22-8339E4DBA208},
512,13121010604,13121,"Census Tract 106.04, Fulton County",2884,442,ARC 10,1171.4699707,0,1171.4699707,1.83042002,0,1.83042002,010604,Fulton,4717,2620.6,3.8,1247,2711,759,26.4,57.5,16.1,1137,2045,1535,24.1,43.4,32.5,0,0,0,56,364,803,263,360,5,22,50,150,3,1839,9,189,1,555,41,7,5211,2895,2.36,1363,2999,849,1277,2092,1842,26.2,57.6,16.3,24.5,40.1,35.3,0,0,0,36,344,921,246,575,0,8,34,181,0,2048,0,185,0,610,23,0,{A96BA01D-659D-4A5E-BE02-E9ECF3743BB3},
513,13121007300,13121,"Census Tract 73, Fulton County",7995,895,ARC 10,1881.98999023,14.12849998,1896.11999512,2.94060993,0.0220758,2.96269011,007300,Fulton,917,305.7,0.4,155,566,196,16.9,61.7,21.4,178,353,386,19.4,38.5,42.1,0,0,0,117,222,118,83,54,7,80,20,4,0,50,114,2,16,28,2,0,809,269.7,0.37,125,510,174,115,311,383,15.5,63,21.5,14.2,38.4,47.3,0,0,0,78,211,157,72,31,7,80,22,1,0,5,107,1,14,19,4,0,{15206AFA-514F-4280-8FDF-5FEAA7171683},
514,13121010508,13121,"Census Tract 105.08, Fulton County",3488,488,ARC 10,965.36798096,0,965.36798096,1.50838995,0,1.50838995,010508,Fulton,355,236.7,0.2,124,173,58,34.9,48.7,16.3,198,97,60,55.8,27.3,16.9,0,0,0,0,0,4,162,1,0,0,0,2,0,3,78,18,0,85,1,1,342,228,0.15,123,159,60,178,107,57,36,46.5,17.5,52,31.3,16.7,0,0,0,0,0,0,165,2,0,0,0,12,0,0,83,19,0,61,0,0,{E3423BE1-0D14-4570-B78D-20EE8470D96F},
515,13121010507,13121,"Census Tract 105.07, Fulton County",7743,1040,ARC 10,1707.14001465,8.97906971,1716.11999512,2.6674099,0.0140298,2.68144011,010507,Fulton,1987,735.9,0.7,421,1173,393,21.2,59,19.8,918,584,485,46.2,29.4,24.4,0,0,0,4,41,43,117,24,7,91,169,399,4,234,315,172,8,319,33,7,1672,619.3,0.76,399,964,309,676,544,452,23.9,57.7,18.5,40.4,32.5,27,0,0,0,42,47,43,120,40,6,90,128,97,0,221,296,175,6,333,28,0,{F1CDA638-741D-49C9-8C72-38E622301D14},
516,13121010511,13121,"Census Tract 105.11, Fulton County",7926,957,ARC 10,3962.88989258,50.21429825,4013.10009766,6.19201994,0.0784598,6.27047014,010511,Fulton,5959,945.9,1.9,1530,3474,955,25.7,58.3,16,1141,1945,2873,19.1,32.6,48.2,0,0,0,9,227,413,142,280,27,1071,96,130,4,641,278,175,18,2152,264,32,6202,984.4,2.8,1370,3820,1012,987,2195,3020,22.1,61.6,16.3,15.9,35.4,48.7,0,0,0,8,226,911,109,390,6,1272,117,67,1371,968,220,163,17,133,222,2,{98B9A12F-C617-44AE-A999-A55310784409},
517,13121011626,13121,"Census Tract 116.26, Fulton County",10016,755,ARC 10,1420.04003906,12.78619957,1432.81994629,2.21881008,0.0199784,2.23878002,011626,Fulton,2427,1103.2,0.7,722,1338,367,29.7,55.1,15.1,802,689,936,33,28.4,38.6,0,0,0,8,3,40,398,1,12,14,4,110,10,239,115,688,83,389,126,187,2370,1077.3,1.07,665,1335,370,803,641,926,28.1,56.3,15.6,33.9,27,39.1,0,0,0,13,3,20,465,4,10,5,0,92,7,88,91,681,68,476,147,200,{B290B588-0075-4FE4-BFCE-10C87859DE78},
518,13121011622,13121,"Census Tract 116.22, Fulton County",10449,511,ARC 10,4161.14990234,74.81829834,4235.95996094,6.50180006,0.116904,6.61869001,011622,Fulton,8139,1233.2,2,1217,5400,1522,15,66.3,18.7,824,2087,5228,10.1,25.6,64.2,1,0,10,175,847,632,48,607,154,3116,80,517,344,526,473,277,71,211,34,16,9789,1483.2,4.43,1443,6429,1917,880,2014,6895,14.7,65.7,19.6,9,20.6,70.4,3,0,5,195,932,598,33,735,116,2935,98,2100,427,431,371,336,185,224,65,0,{3F793035-2547-4BC7-B142-4F7654A9E248},
519,13121011424,13121,"Census Tract 114.24, Fulton County",5532,403,ARC 10,1202.76000977,3.9138999,1206.67004395,1.87931001,0.00611547,1.88541996,011424,Fulton,725,381.6,0.3,220,375,130,30.3,51.7,17.9,269,284,172,37.1,39.2,23.7,0,0,0,27,0,19,172,2,5,15,8,108,0,26,13,19,76,82,153,0,628,330.5,0.28,199,346,83,232,248,148,31.7,55.1,13.2,36.9,39.5,23.6,0,0,0,31,1,11,162,3,8,25,8,56,0,14,21,14,0,94,180,0,{BC5E3221-1948-4222-B8AF-5F80060376E9},
520,13121011422,13121,"Census Tract 114.22, Fulton County",3859,310,ARC 10,912.87701416,132.60299683,1045.47998047,1.42637002,0.207192,1.63355994,011422,Fulton,780,487.5,0.4,182,424,174,23.3,54.4,22.3,271,248,261,34.7,31.8,33.5,0,0,2,7,0,20,99,5,6,17,20,82,4,16,158,99,94,111,40,0,794,496.3,0.36,208,419,167,288,279,227,26.2,52.8,21,36.3,35.1,28.6,0,0,0,2,0,17,99,5,2,17,32,68,0,11,150,119,111,133,28,0,{393BB130-6776-4CC2-B4C5-297F72B90048},
521,13121011505,13121,"Census Tract 115.05, Fulton County",4541,289,ARC 10,1028.61999512,34.76079941,1063.38000488,1.60722005,0.0543137,1.66153002,011505,Fulton,378,222.4,0.2,138,175,65,36.5,46.3,17.2,133,141,104,35.2,37.3,27.5,0,0,0,5,13,34,19,1,2,7,4,56,2,3,53,9,0,151,18,1,509,299.4,0.23,210,226,73,237,160,112,41.3,44.4,14.3,46.6,31.4,22,0,0,0,4,11,33,20,2,1,0,6,92,2,3,79,7,1,229,19,0,{C836CCB0-8E1A-4C12-9E31-FCA9A62B9016},
522,13121010123,13121,"Census Tract 101.23, Fulton County",5086,620,ARC 10,683.11199951,4.07080984,687.1829834,1.06736004,0.00636064,1.07371998,010123,Fulton,7803,7093.6,3.6,987,5501,1315,12.6,70.5,16.9,595,1259,5949,7.6,16.1,76.2,0,75,0,32,79,1074,35,1984,45,962,796,283,540,1190,143,361,1,158,31,14,8739,7944.5,3.95,1263,5932,1544,682,1325,6732,14.5,67.9,17.7,7.8,15.2,77,2,115,0,39,67,1109,13,2557,46,1003,749,276,572,1508,145,358,8,152,20,0,{66166424-EB59-4BDB-9504-319A04E3D0F2},
523,13121000100,13121,"Census Tract 1, Fulton County",4781,320,ARC 10,827.04101563,3.87610006,830.91802979,1.29225004,0.00605641,1.29831004,000100,Fulton,1193,917.7,0.5,289,663,241,24.2,55.6,20.2,341,540,312,28.6,45.3,26.2,0,0,1,17,153,30,140,1,7,18,11,70,32,15,79,323,1,251,41,3,1028,790.8,0.46,212,598,218,247,468,313,20.6,58.2,21.2,24,45.5,30.4,0,0,0,8,162,24,36,3,10,26,30,88,25,7,80,288,1,201,38,1,{8A9B5B31-4A6B-4476-8AE3-8B7A4F086E38},
524,13121000200,13121,"Census Tract 2, Fulton County",6275,339,ARC 10,711.31097412,0,711.31097412,1.11142004,0,1.11142004,000200,Fulton,2740,2490.9,1,781,1556,403,28.5,56.8,14.7,858,1047,835,31.3,38.2,30.5,2,0,0,17,36,144,561,0,116,65,33,259,9,78,164,283,85,770,111,7,2735,2486.4,1.24,766,1544,425,865,1036,834,28,56.5,15.5,31.6,37.9,30.5,0,0,0,29,37,160,558,0,138,59,25,265,11,48,165,284,88,753,113,2,{75C9E02E-7B6C-48D8-8415-4B3ED51242CD},
525,13121009402,13121,"Census Tract 94.02, Fulton County",4829,479,ARC 10,330.49200439,5.63819981,336.13000488,0.51639402,0.00880969,0.52520299,009402,Fulton,8704,17408,4,1065,5545,2094,12.2,63.7,24.1,983,2448,5273,11.3,28.1,60.6,0,0,0,2,2,122,871,4084,2770,36,59,62,1,50,53,26,9,483,62,12,9956,19912,4.5,1287,6293,2376,1059,2581,6316,12.9,63.2,23.9,10.6,25.9,63.4,0,0,0,4,0,14,1536,4849,2800,23,80,41,0,24,0,19,13,491,62,0,{71DBB296-D9AA-4053-A3A9-C75C7DFB8FAC},
526,13121001100,13121,"Census Tract 11, Fulton County",4287,440,ARC 10,116.4240036,0,116.4240036,0.181913,0,0.181913,001100,Fulton,9198,45990,3.8,2246,5663,1289,24.4,61.6,14,993,1859,6346,10.8,20.2,69,3,1,0,272,15,303,86,5,106,1404,271,3837,539,240,33,428,61,1396,95,103,11133,55665,5.03,2610,6839,1684,1127,2155,7851,23.4,61.4,15.1,10.1,19.4,70.5,0,0,0,159,877,273,96,4,75,1549,249,4894,659,114,24,354,98,1517,187,4,{98EAE263-2098-44C5-B082-827A48EE4D61},
527,13121000400,13121,"Census Tract 4, Fulton County",1757,256,ARC 10,384.73400879,11.93120003,396.66500854,0.601147,0.0186425,0.619789,000400,Fulton,15998,26663.3,19,2786,10520,2692,17.4,65.8,16.8,2380,3750,9868,14.9,23.4,61.7,0,0,0,46,74,414,284,122,1148,1140,350,5944,150,3785,86,632,752,792,227,52,17283,28805,7.81,3277,11153,2853,2774,3934,10575,19,64.5,16.5,16.1,22.8,61.2,17,0,0,66,91,594,443,126,1580,1201,459,6171,137,3822,85,949,754,562,225,1,{9632C24D-81E6-4C83-8543-740900545C6A},
528,13121009200,13121,"Census Tract 92, Fulton County",6727,625,ARC 10,861.6920166,13.13189983,874.82397461,1.34639001,0.0205186,1.36690998,009200,Fulton,5069,3620.7,1.6,1088,2989,992,21.5,59,19.6,1522,1696,1851,30,33.5,36.5,1,0,0,163,66,55,649,53,423,131,321,227,239,923,112,376,30,1116,173,11,5596,3997.1,2.53,1156,3274,1166,1533,1832,2231,20.7,58.5,20.8,27.4,32.7,39.9,0,0,0,160,207,65,531,39,419,151,324,200,238,1520,80,352,44,1080,186,0,{EDAAD38B-C255-462E-B6AA-209A95BB7498},
529,13121008201,13121,"Census Tract 82.01, Fulton County",6242,1746,ARC 10,1323.97998047,0,1323.97998047,2.0687201,0,2.0687201,008201,Fulton,197,93.8,0.1,29,142,26,14.7,72.1,13.2,51,55,91,25.9,27.9,46.2,0,0,0,15,0,0,19,27,2,0,20,1,0,1,35,77,0,0,0,0,184,87.6,0.08,37,112,35,48,73,63,20.1,60.9,19,26.1,39.7,34.2,0,0,0,14,0,0,5,57,0,0,37,4,0,0,42,3,0,22,0,0,{F112A910-38EB-4618-A2C2-F19C1452925E},
530,13121007808,13121,"Census Tract 78.08, Fulton County",4716,543,ARC 10,403.00299072,0,403.00299072,0.62969202,0,0.62969202,007808,Fulton,230,383.3,0.2,65,123,42,28.3,53.5,18.3,103,105,22,44.8,45.7,9.6,0,0,0,0,0,0,35,0,1,0,25,0,0,2,1,81,18,48,18,1,241,401.7,0.11,76,121,44,123,101,17,31.5,50.2,18.3,51,41.9,7.1,0,0,0,0,0,0,36,0,0,0,16,0,0,0,0,95,18,59,17,0,{C5A67828-D43C-4CE1-8DA9-52A518F6A2D8},
531,13121007806,13121,"Census Tract 78.06, Fulton County",7253,925,ARC 10,1226.89001465,20.59569931,1247.48999023,1.91701996,0.0321808,1.94920003,007806,Fulton,425,223.7,0.2,74,266,85,17.4,62.6,20,123,135,167,28.9,31.8,39.3,0,0,0,32,1,1,41,0,4,0,16,2,0,11,70,156,0,37,46,8,401,211.1,0.18,64,261,76,107,162,132,16,65.1,19,26.7,40.4,32.9,0,0,1,8,0,1,29,0,0,3,69,0,0,7,68,123,0,48,44,0,{E87F1ABF-FD98-4D12-B3C2-A0EDBF0C266E},
532,13121008800,13121,"Census Tract 88, Fulton County",4859,451,ARC 10,2380.55004883,39.27270126,2419.82006836,3.71960998,0.0613636,3.7809701,008800,Fulton,2879,757.6,1.2,468,1859,552,16.3,64.6,19.2,399,1299,1181,13.9,45.1,41,0,0,0,456,336,499,76,288,40,8,79,379,134,239,65,182,5,56,33,4,2762,726.8,1.25,465,1729,568,416,1133,1213,16.8,62.6,20.6,15.1,41,43.9,1,10,0,332,336,423,40,350,4,4,96,368,238,273,50,164,16,22,35,0,{8AFCBEC7-1E39-4EFB-964E-21E560A3A148},
533,13121008602,13121,"Census Tract 86.02, Fulton County",1070,187,ARC 10,1122.89001465,16.00209999,1138.89001465,1.75452006,0.0250033,1.77952003,008602,Fulton,2550,1416.7,4.5,403,1704,443,15.8,66.8,17.4,341,991,1218,13.4,38.9,47.8,0,0,2,248,608,594,47,52,2,6,8,25,4,687,15,4,6,159,80,3,2264,1257.8,1.02,419,1447,398,306,890,1068,18.5,63.9,17.6,13.5,39.3,47.2,0,0,0,302,745,617,40,53,0,0,3,5,0,227,0,34,6,142,90,0,{CDBD5B40-EBF2-4E86-9E8F-4FC3642A2EF8},
